Entry	Entry Name	Mass	Length	Gene Names	Organism	Organism (ID)	Protein names
Q8C4T2	Q8C4T2_MOUSE	14253	136	B930094E09Rik Slc25a46	Mus musculus (Mouse)	10090	RIKEN cDNA B930094E09 gene
Q8C4T4	Q8C4T4_MOUSE	19944	197	Ankrd13b	Mus musculus (Mouse)	10090	Uncharacterized protein
Q8C4T5	Q8C4T5_MOUSE	26690	244	Lrp1	Mus musculus (Mouse)	10090	EGF-like domain-containing protein
Q8C4U1	Q8C4U1_MOUSE	12668	118	B930078G14Rik	Mus musculus (Mouse)	10090	Uncharacterized protein
Q8C4U5	Q8C4U5_MOUSE	19635	189	Sh3rf3 Sh3md4	Mus musculus (Mouse)	10090	Uncharacterized protein
Q8C4U8	Q8C4U8_MOUSE	52696	470	Edil3	Mus musculus (Mouse)	10090	EGF-like repeats and discoidin I-like domains 3
Q8C4U9	Q8C4U9_MOUSE	3158	27	5730522E02Rik	Mus musculus (Mouse)	10090	Uncharacterized protein
Q8C4V0	Q8C4V0_MOUSE	20217	187	Fam246a B830017H08Rik	Mus musculus (Mouse)	10090	Uncharacterized protein
Q8C4V2	Q8C4V2_MOUSE	17100	154	Gm6598	Mus musculus (Mouse)	10090	Uncharacterized protein
Q8C4V6	Q8C4V6_MOUSE	13393	129	Gm9752	Mus musculus (Mouse)	10090	Uncharacterized protein
Q8C4V7	Q8C4V7_MOUSE	17195	153	A930039A15Rik	Mus musculus (Mouse)	10090	Uncharacterized protein
Q8C4V9	Q8C4V9_MOUSE	10270	88	Ly6g6d	Mus musculus (Mouse)	10090	Uncharacterized protein
Q8C4W0	Q8C4W0_MOUSE	14521	131	A930024E05Rik	Mus musculus (Mouse)	10090	Uncharacterized protein
Q8C4W1	Q8C4W1_MOUSE	64122	558	A930017M01Rik	Mus musculus (Mouse)	10090	Protein SMG5
Q8C4W4	Q8C4W4_MOUSE	20197	164	Ythdc1	Mus musculus (Mouse)	10090	YTDC1 protein
Q8C4W6	Q8C4W6_MOUSE	16488	155	Phf20l1	Mus musculus (Mouse)	10090	Uncharacterized protein
Q8C4W7	Q8C4W7_MOUSE	15259	136	A730085E03Rik	Mus musculus (Mouse)	10090	Uncharacterized protein
Q8C4W9	Q8C4W9_MOUSE	19864	194	Zfp692 AI839920 Zfp692-ps	Mus musculus (Mouse)	10090	Uncharacterized protein
Q8C4X0	Q8C4X0_MOUSE	14777	137	A730071L15Rik	Mus musculus (Mouse)	10090	RIKEN cDNA A730071L15Rik gene
Q8C4Y4	Q8C4Y4_MOUSE	14446	123	5930422O12Rik	Mus musculus (Mouse)	10090	Uncharacterized protein
Q8C4Y8	Q8C4Y8_MOUSE	12056	103	9330175E14Rik	Mus musculus (Mouse)	10090	Uncharacterized protein
Q8C4Z4	Q8C4Z4_MOUSE	49259	470	Wdr33	Mus musculus (Mouse)	10090	Uncharacterized protein
Q8C4Z6	Q8C4Z6_MOUSE	34655	315	Atrx	Mus musculus (Mouse)	10090	Uncharacterized protein
Q8C504	Q8C504_MOUSE	13945	134		Mus musculus (Mouse)	10090	Uncharacterized protein
Q8C505	Q8C505_MOUSE	10608	100	A430093F15Rik	Mus musculus (Mouse)	10090	Uncharacterized protein
Q8C507	Q8C507_MOUSE	15063	131	Gm9873	Mus musculus (Mouse)	10090	Secreted protein
Q8C509	Q8C509_MOUSE	18020	155	Sptbn1 Spnb2	Mus musculus (Mouse)	10090	Calponin-homology (CH) domain-containing protein
Q8C510	Q8C510_MOUSE	11679	108		Mus musculus (Mouse)	10090	Uncharacterized protein
Q8C511	Q8C511_MOUSE	11312	107		Mus musculus (Mouse)	10090	Uncharacterized protein
Q8C516	Q8C516_MOUSE	19129	157	Dync2i1 Wdr60	Mus musculus (Mouse)	10090	Uncharacterized protein
Q8C517	Q8C517_MOUSE	14126	126	A430060F13Rik	Mus musculus (Mouse)	10090	Uncharacterized protein
Q8C518	Q8C518_MOUSE	12040	108		Mus musculus (Mouse)	10090	Uncharacterized protein
Q8C520	Q8C520_MOUSE	16837	158	A430057M04Rik	Mus musculus (Mouse)	10090	Uncharacterized protein
Q8C532	Q8C532_MOUSE	16284	139	Capn3	Mus musculus (Mouse)	10090	EF-hand domain-containing protein
Q8C534	Q8C534_MOUSE	23754	227		Mus musculus (Mouse)	10090	Uncharacterized protein
Q8C535	Q8C535_MOUSE	29183	265	Dffa	Mus musculus (Mouse)	10090	DNAation factor, alpha subunit
Q8C545	Q8C545_MOUSE	22455	208		Mus musculus (Mouse)	10090	RNA-binding protein 34
Q8C546	Q8C546_MOUSE	19560	178	A230052G05Rik	Mus musculus (Mouse)	10090	Uncharacterized protein
Q8C550	Q8C550_MOUSE	24600	220	Nol3	Mus musculus (Mouse)	10090	CARD domain-containing protein
Q8C552	FA78A_MOUSE	32068	283	Fam78a	Mus musculus (Mouse)	10090	Protein FAM78A
Q8C555	Q8C555_MOUSE	97382	871		Mus musculus (Mouse)	10090	General transcription factor II-I repeat domain-containing protein 1
Q8C556	Q8C556_MOUSE	11567	109		Mus musculus (Mouse)	10090	Uncharacterized protein
Q8C557	Q8C557_MOUSE	12811	114	A130014H13Rik	Mus musculus (Mouse)	10090	Uncharacterized protein
Q8C558	Q8C558_MOUSE	15029	132	Fam167a BC065085	Mus musculus (Mouse)	10090	Protein FAM167A
Q8C559	Q8C559_MOUSE	12035	102	Gm9944	Mus musculus (Mouse)	10090	Uncharacterized protein
Q8C563	Q8C563_MOUSE	27848	239	Zfp81	Mus musculus (Mouse)	10090	C2H2-type domain-containing protein
Q8C572	Q8C572_MOUSE	10917	107	Mfsd4a Mfsd4	Mus musculus (Mouse)	10090	Uncharacterized protein
Q8C573	Q8C573_MOUSE	6212	60	Tial1	Mus musculus (Mouse)	10090	Uncharacterized protein
Q8C574	Q8C574_MOUSE	22922	206	9630041A04Rik	Mus musculus (Mouse)	10090	Uncharacterized protein
Q8C575	Q8C575_MOUSE	13009	111	Tnik	Mus musculus (Mouse)	10090	Uncharacterized protein
Q8C576	Q8C576_MOUSE	23928	211	2700097O09Rik	Mus musculus (Mouse)	10090	Uncharacterized protein
Q8C582	Q8C582_MOUSE	13575	122	9530080O11Rik	Mus musculus (Mouse)	10090	Uncharacterized protein
Q8C584	Q8C584_MOUSE	23845	214	Mertk	Mus musculus (Mouse)	10090	Protein kinase domain-containing protein
Q8C585	Q8C585_MOUSE	87240	768	Gigyf2 Tnrc15	Mus musculus (Mouse)	10090	GYF domain-containing protein
Q8C586	Q8C586_MOUSE	18336	170	Rbpms	Mus musculus (Mouse)	10090	RRM domain-containing protein
Q8C593	Q8C593_MOUSE	13325	112	9530009G21Rik	Mus musculus (Mouse)	10090	Ovule protein
Q8C596	Q8C596_MOUSE	23677	213	Tmem44	Mus musculus (Mouse)	10090	Transmembrane protein 44
Q8C597	Q8C597_MOUSE	6382	54	Yme1l1	Mus musculus (Mouse)	10090	Peptidase M41 domain-containing protein
Q8C599	Q8C599_MOUSE	17152	155	Celsr2	Mus musculus (Mouse)	10090	Uncharacterized protein
Q8C5A0	Q8C5A0_MOUSE	39945	347	Arhgap1	Mus musculus (Mouse)	10090	Rho GTPase-activating protein 1
Q8C5A1	Q8C5A1_MOUSE	10733	101	Gm9908	Mus musculus (Mouse)	10090	Uncharacterized protein
Q8C5A3	Q8C5A3_MOUSE	14486	133	4833408A19Rik	Mus musculus (Mouse)	10090	Uncharacterized protein
Q8C5A4	Q8C5A4_MOUSE	12011	106	Gm4861 EG229862	Mus musculus (Mouse)	10090	Uncharacterized protein
Q8C5A5	Q8C5A5_MOUSE	15113	139	Tdp1	Mus musculus (Mouse)	10090	Uncharacterized protein
Q8C5A6	Q8C5A6_MOUSE	10224	88	Eddm13 EG627821 Epp13 Gm6792	Mus musculus (Mouse)	10090	Epididymal protein 13
Q8C5A9	Q8C5A9_MOUSE	14195	126	Ubfd1	Mus musculus (Mouse)	10090	Uncharacterized protein
Q8C5B0	Q8C5B0_MOUSE	16015	138	Rnase9	Mus musculus (Mouse)	10090	Ribonuclease A-domain domain-containing protein
Q8C5B3	Q8C5B3_MOUSE	44615	400	Lamb3	Mus musculus (Mouse)	10090	Uncharacterized protein
Q8C5B5	Q8C5B5_MOUSE	45350	412	Plin2 Adfp	Mus musculus (Mouse)	10090	Perilipin
Q8C5B7	Q8C5B7_MOUSE	32015	300	Strbp	Mus musculus (Mouse)	10090	DRBM domain-containing protein
Q8C5C2	Q8C5C2_MOUSE	11195	102	Gm9926	Mus musculus (Mouse)	10090	Uncharacterized protein
Q8C5C5	Q8C5C5_MOUSE	56925	546	Ankhd1	Mus musculus (Mouse)	10090	Ankyrin repeat domain-containing protein 17
Q8C5C6	Q8C5C6_MOUSE	7304	71	Nup210	Mus musculus (Mouse)	10090	Uncharacterized protein
Q8C5C8	Q8C5C8_MOUSE	23743	216	Dsc2	Mus musculus (Mouse)	10090	Cadherin Y-type LIR-motif domain-containing protein
Q8C5D3	Q8C5D3_MOUSE	49266	438	Ermardl2 9030025P20Rik	Mus musculus (Mouse)	10090	RIKEN cDNA 9030025P20 gene
Q8C5D5	Q8C5D5_MOUSE	12476	111	Loxl4	Mus musculus (Mouse)	10090	Uncharacterized protein
Q8C5D6	Q8C5D6_MOUSE	21720	199	Qser1	Mus musculus (Mouse)	10090	Uncharacterized protein
Q8C5F1	Q8C5F1_MOUSE	34161	306	Tfeb Tcfeb	Mus musculus (Mouse)	10090	BHLH domain-containing protein
Q8C5F3	Q8C5F3_MOUSE	24336	210	Rgs17	Mus musculus (Mouse)	10090	RGS domain-containing protein
Q8C5F7	Q8C5F7_MOUSE	28277	250		Mus musculus (Mouse)	10090	Protein kinase domain-containing protein
Q8C5G0	Q8C5G0_MOUSE	18601	167		Mus musculus (Mouse)	10090	MAM domain-containing protein
Q8C5G1	Q8C5G1_MOUSE	58251	497	Prpf4b	Mus musculus (Mouse)	10090	Uncharacterized protein
Q8C5G6	Q8C5G6_MOUSE	24540	220	Tollip	Mus musculus (Mouse)	10090	Toll interacting protein
Q8C5G8	Q8C5G8_MOUSE	5042	47	Ei24	Mus musculus (Mouse)	10090	Uncharacterized protein
Q8C5G9	Q8C5G9_MOUSE	15256	129	Ccdc121rt1 Ccdc121	Mus musculus (Mouse)	10090	DUF4515 domain-containing protein
Q8C5H2	Q8C5H2_MOUSE	30038	261	Calb1	Mus musculus (Mouse)	10090	EF-hand domain-containing protein
Q8C5H3	Q8C5H3_MOUSE	47817	425	Rbbp7	Mus musculus (Mouse)	10090	Histone-binding protein RBBP4 N-terminal domain-containing protein
Q8C5H4	Q8C5H4_MOUSE	11644	103	6530402D11Rik	Mus musculus (Mouse)	10090	Secreted protein
Q8C5H5	Q8C5H5_MOUSE	11526	106	Gm5089 EG328479	Mus musculus (Mouse)	10090	Uncharacterized protein
Q8C5H9	Q8C5H9_MOUSE	11096	100	Tmed5	Mus musculus (Mouse)	10090	Transmembrane p24 trafficking protein 5
Q8C5I1	Q8C5I1_MOUSE	4892	42	Fem1b	Mus musculus (Mouse)	10090	Uncharacterized protein
Q8C5I2	Q8C5I2_MOUSE	23364	201	Gtf2h2	Mus musculus (Mouse)	10090	Ssl1-like domain-containing protein
Q8C5I4	Q8C5I4_MOUSE	13795	123	Desi2	Mus musculus (Mouse)	10090	Desumoylating isopeptidase 2
Q8C5I5	Q8C5I5_MOUSE	45649	406	Ermardl1 Gm3435	Mus musculus (Mouse)	10090	DUF4209 domain-containing protein
Q8C5I8	Q8C5I8_MOUSE	12569	115	Atad3aos 2610204G22Rik	Mus musculus (Mouse)	10090	Uncharacterized protein
Q8C5I9	Q8C5I9_MOUSE	9374	84	6530411M01Rik	Mus musculus (Mouse)	10090	Uncharacterized protein
Q8C5J0	Q8C5J0_MOUSE	64979	613	Sp2	Mus musculus (Mouse)	10090	Sp2 transcription factor
Q8C5J1	Q8C5J1_MOUSE	47683	426		Mus musculus (Mouse)	10090	Aldehyde dehydrogenase
Q8C5J2	Q8C5J2_MOUSE	13816	126	Gtpbp8	Mus musculus (Mouse)	10090	Uncharacterized protein
Q8C5J7	Q8C5J7_MOUSE	23881	208	Rgs20	Mus musculus (Mouse)	10090	Regulator of G-protein signaling 20
Q8C5J9	Q8C5J9_MOUSE	15227	145	4732471J01Rik Lipe	Mus musculus (Mouse)	10090	Uncharacterized protein
Q8C5K1	Q8C5K1_MOUSE	16587	151	Txlna Txln	Mus musculus (Mouse)	10090	Uncharacterized protein
Q8C5K4	Q8C5K4_MOUSE	20452	192	Mapt	Mus musculus (Mouse)	10090	Microtubule-associated protein
Q8C5K8	Q8C5K8_MOUSE	36847	325	Ndn	Mus musculus (Mouse)	10090	MAGE domain-containing protein
Q8C5L0	Q8C5L0_MOUSE	13801	124		Mus musculus (Mouse)	10090	C2H2-type domain-containing protein
Q8C5L9	Q8C5L9_MOUSE	17220	148	Zrsr2 U2af1-rs2	Mus musculus (Mouse)	10090	Uncharacterized protein
Q8C5M4	Q8C5M4_MOUSE	21853	191	Pdcd6	Mus musculus (Mouse)	10090	EF-hand domain-containing protein
Q8C5M5	Q8C5M5_MOUSE	3420	31	Naa15 Narg1	Mus musculus (Mouse)	10090	Uncharacterized protein
Q8C5M7	Q8C5M7_MOUSE	25822	227	Jag1	Mus musculus (Mouse)	10090	Uncharacterized protein
Q8C5M8	Q8C5M8_MOUSE	11998	103	Mycbp	Mus musculus (Mouse)	10090	c-Myc-binding protein
Q8C5M9	Q8C5M9_MOUSE	2875	23	Bin1	Mus musculus (Mouse)	10090	Uncharacterized protein
Q8C5N1	Q8C5N1_MOUSE	7907	71	Prlr	Mus musculus (Mouse)	10090	Uncharacterized protein
Q8C5P2	Q8C5P2_MOUSE	21400	189	Zeb1 Zfhx1a	Mus musculus (Mouse)	10090	C2H2-type domain-containing protein
Q8C5P6	Q8C5P6_MOUSE	30015	273	Ikzf1 Zfpn1a1	Mus musculus (Mouse)	10090	C2H2-type domain-containing protein
Q8C5Q1	Q8C5Q1_MOUSE	7786	69	Ptbp3 Rod1	Mus musculus (Mouse)	10090	RRM domain-containing protein
Q8C5Q6	Q8C5Q6_MOUSE	36485	333	Fcgbp	Mus musculus (Mouse)	10090	VWFD domain-containing protein
Q8C5R5	Q8C5R5_MOUSE	40399	389	BB014433	Mus musculus (Mouse)	10090	Expressed sequence BB014433
Q8C5S1	Q8C5S1_MOUSE	22158	194	Cfh	Mus musculus (Mouse)	10090	Sushi domain-containing protein
Q8C5S3	CC022_MOUSE	15533	137		Mus musculus (Mouse)	10090	Uncharacterized protein C3orf22 homolog
Q8C5S4	Q8C5S4_MOUSE	27042	233	Gm10634	Mus musculus (Mouse)	10090	Uncharacterized protein
Q8C5T1	Q8C5T1_MOUSE	14866	131	Gm9937	Mus musculus (Mouse)	10090	Uncharacterized protein
Q8C5T3	Q8C5T3_MOUSE	16975	152	Tmc1	Mus musculus (Mouse)	10090	Transmembrane channel-like protein
Q8C5T7	Q8C5T7_MOUSE	33200	302		Mus musculus (Mouse)	10090	Uncharacterized protein
Q8C5U0	Q8C5U0_MOUSE	35182	320	4933409G03Rik	Mus musculus (Mouse)	10090	RIKEN cDNA 4933409G03 gene
Q8C5U2	Q8C5U2_MOUSE	71724	621	Ift122 Wdr10	Mus musculus (Mouse)	10090	Intraflagellar transport protein 122 homolog
Q8C5U6	Q8C5U6_MOUSE	14952	128	Gm19386	Mus musculus (Mouse)	10090	Uncharacterized protein
Q8C5U7	Q8C5U7_MOUSE	22424	198	Rsph14 Rtdr1	Mus musculus (Mouse)	10090	Radial spoke head 14 homolog
Q8C5V5	WDR27_MOUSE	86582	780	Wdr27	Mus musculus (Mouse)	10090	WD repeat-containing protein 27
Q8C5V9	Q8C5V9_MOUSE	20340	174		Mus musculus (Mouse)	10090	Uncharacterized protein
Q8C5W2	Q8C5W2_MOUSE	56492	516	Spata31d1d	Mus musculus (Mouse)	10090	SPATA31 domain-containing protein
Q8C5W6	Q8C5W6_MOUSE	15525	149	Mex3b Rkhd3	Mus musculus (Mouse)	10090	RING-type domain-containing protein
Q8C5W7	Q8C5W7_MOUSE	20221	184		Mus musculus (Mouse)	10090	FUN14 domain-containing protein 2
Q8C5X1	Q8C5X1_MOUSE	115622	1059	Garre1 4931406P16Rik	Mus musculus (Mouse)	10090	Granule associated Rac and RHOG effector 1
Q8C5X3	Q8C5X3_MOUSE	13450	121	4930544M13Rik	Mus musculus (Mouse)	10090	Uncharacterized protein
Q8C5X4	Q8C5X4_MOUSE	14734	134		Mus musculus (Mouse)	10090	D-isomer specific 2-hydroxyacid dehydrogenase NAD-binding domain-containing protein
Q8C5X5	Q8C5X5_MOUSE	38018	336	Vwa3b	Mus musculus (Mouse)	10090	von Willebrand factor A domain-containing protein 3B
Q8C5X8	Q8C5X8_MOUSE	14845	141	Gm7461 EG665044	Mus musculus (Mouse)	10090	Uncharacterized protein
Q8C5X9	Q8C5X9_MOUSE	14797	133	Gm5142 EG380907	Mus musculus (Mouse)	10090	Predicted gene, EG380907
Q8C5Y0	Q8C5Y0_MOUSE	24791	211	4930572O03Rik	Mus musculus (Mouse)	10090	RIKEN cDNA 4930572O03 gene
Q8C5Y3	Q8C5Y3_MOUSE	16740	152	Arf4os 4930570N19Rik	Mus musculus (Mouse)	10090	Uncharacterized protein
Q8C5Y4	Q8C5Y4_MOUSE	32994	303	Wbp1	Mus musculus (Mouse)	10090	WW domain-binding protein 1
Q8C5Y7	Q8C5Y7_MOUSE	24176	205	4930555G01Rik	Mus musculus (Mouse)	10090	Disks large homolog 5 N-terminal domain-containing protein
Q8C5Y9	Q8C5Y9_MOUSE	19208	185	Gm9970	Mus musculus (Mouse)	10090	Uncharacterized protein
Q8C5Z1	Q8C5Z1_MOUSE	28672	277		Mus musculus (Mouse)	10090	Uncharacterized protein
Q8C5Z3	Q8C5Z3_MOUSE	19584	165	Ssxb2	Mus musculus (Mouse)	10090	Synovial sarcoma, X member B2
Q8C5Z8	Q8C5Z8_MOUSE	22331	200		Mus musculus (Mouse)	10090	Uncharacterized protein
Q8C5Z9	Q8C5Z9_MOUSE	16264	145	Lypd9 4930504O13Rik	Mus musculus (Mouse)	10090	LY6/PLAUR domain containing 9
Q8C600	Q8C600_MOUSE	17566	159	Spata17	Mus musculus (Mouse)	10090	Uncharacterized protein
Q8C601	Q8C601_MOUSE	18178	163	BC049762	Mus musculus (Mouse)	10090	BC049762 protein (cDNA sequence BC049762)
Q8C604	Q8C604_MOUSE	60450	542		Mus musculus (Mouse)	10090	Sodium- and chloride-dependent transporter XTRP3
Q8C606	Q8C606_MOUSE	12664	111	Tmem262 BC048609	Mus musculus (Mouse)	10090	DUF4716 domain-containing protein
Q8C607	Q8C607_MOUSE	14360	126	Gm9837	Mus musculus (Mouse)	10090	Uncharacterized protein
Q8C613	Q8C613_MOUSE	12160	109	Znrf1	Mus musculus (Mouse)	10090	RING-type domain-containing protein
Q8C615	Q8C615_MOUSE	22360	201	4930421J07Rik Wdr20a	Mus musculus (Mouse)	10090	Uncharacterized protein
Q8C616	Q8C616_MOUSE	10776	100	Gm5129 EG332993	Mus musculus (Mouse)	10090	Uncharacterized protein
Q8C617	Q8C617_MOUSE	12348	113	4931422A03Rik	Mus musculus (Mouse)	10090	Uncharacterized protein
Q8C618	Q8C618_MOUSE	17541	156	4930417O22Rik	Mus musculus (Mouse)	10090	Uncharacterized protein
Q8C619	Q8C619_MOUSE	32655	283	Dnah1 Dnahc1	Mus musculus (Mouse)	10090	Dynein heavy chain 1, axonemal
Q8C620	Q8C620_MOUSE	15947	140	Gm5922 EG546166	Mus musculus (Mouse)	10090	Uncharacterized protein
Q8C626	Q8C626_MOUSE	66261	597	Garin5b Fam71e2	Mus musculus (Mouse)	10090	Golgi associated RAB2 interactor protein-like Rab2B-binding domain-containing protein
Q8C632	Q8C632_MOUSE	18716	165	Dnajc5g	Mus musculus (Mouse)	10090	DnaJ (Hsp40) homolog, subfamily C, member 5 gamma (DnaJ heat shock protein family (Hsp40) member C5 gamma)
Q8C634	Q8C634_MOUSE	22107	189	Clec2m 4922502D21Rik	Mus musculus (Mouse)	10090	C-type lectin domain family 2, member m (C-type lectin-like receptor 2m)
Q8C639	Q8C639_MOUSE	50238	436	C2cd6 Als2cr11	Mus musculus (Mouse)	10090	C2 calcium-dependent domain-containing 6
Q8C642	Q8C642_MOUSE	12538	114	Hipk1	Mus musculus (Mouse)	10090	Uncharacterized protein
Q8C646	Q8C646_MOUSE	39554	350	Potefam3b	Mus musculus (Mouse)	10090	POTE ankyrin domain family member 3B
Q8C648	Q8C648_MOUSE	13054	119	Gm10309	Mus musculus (Mouse)	10090	Uncharacterized protein
Q8C649	Q8C649_MOUSE	23239	210	Ppp3ca	Mus musculus (Mouse)	10090	Uncharacterized protein
Q8C654	Q8C654_MOUSE	20221	172	Ccdc7b 1700008F21Rik	Mus musculus (Mouse)	10090	Uncharacterized protein
Q8C655	Q8C655_MOUSE	16971	144	Homer1	Mus musculus (Mouse)	10090	Homer protein homolog 1
Q8C658	Q8C658_MOUSE	27397	242	Fbxo21	Mus musculus (Mouse)	10090	F-box domain-containing protein
Q8C663	Q8C663_MOUSE	17158	148	Rnase4	Mus musculus (Mouse)	10090	Ribonuclease A-domain domain-containing protein
Q8C666	Q8C666_MOUSE	12327	113	Slc38a9	Mus musculus (Mouse)	10090	Uncharacterized protein
Q8C668	Q8C668_MOUSE	59128	516	Zfp101	Mus musculus (Mouse)	10090	C2H2-type domain-containing protein
Q8C670	Q8C670_MOUSE	20769	183	Exoc6 Sec15l1	Mus musculus (Mouse)	10090	Exocyst complex subunit Sec15 C-terminal domain-containing protein
Q8C671	Q8C671_MOUSE	29001	254	Srsf2 Sfrs2	Mus musculus (Mouse)	10090	RRM domain-containing protein
Q8C672	Q8C672_MOUSE	12526	117	Gm14123	Mus musculus (Mouse)	10090	Uncharacterized protein
Q8C674	Q8C674_MOUSE	22269	187	Mx1	Mus musculus (Mouse)	10090	GED domain-containing protein
Q8C676	Q8C676_MOUSE	20111	181	Ogt	Mus musculus (Mouse)	10090	Ogt protein
Q8C678	Q8C678_MOUSE	11077	102	Il1bos Gm14047 OTTMUSG00000015529	Mus musculus (Mouse)	10090	Uncharacterized protein
Q8C683	Q8C683_MOUSE	12762	110	Odaph Gm1045	Mus musculus (Mouse)	10090	Uncharacterized protein
Q8C684	Q8C684_MOUSE	28102	245	Snx30	Mus musculus (Mouse)	10090	BAR domain-containing protein
Q8C685	Q8C685_MOUSE	21030	195	1700038P13Rik	Mus musculus (Mouse)	10090	Uncharacterized protein
Q8C686	Q8C686_MOUSE	16518	146	4732465J04Rik	Mus musculus (Mouse)	10090	Uncharacterized protein
Q8C687	Q8C687_MOUSE	70467	612	Zfp101	Mus musculus (Mouse)	10090	Zinc finger protein 883-like
Q8C688	Q8C688_MOUSE	11191	101	Gm20558	Mus musculus (Mouse)	10090	Uncharacterized protein
Q8C689	Q8C689_MOUSE	50022	439	Zfp113	Mus musculus (Mouse)	10090	Zinc finger protein 113
Q8C690	Q8C690_MOUSE	26722	232	Thoc2	Mus musculus (Mouse)	10090	THO complex 2
Q8C696	Q8C696_MOUSE	15560	141	Ahrr	Mus musculus (Mouse)	10090	Uncharacterized protein
Q8C697	Q8C697_MOUSE	54304	478	Acacb	Mus musculus (Mouse)	10090	Uncharacterized protein
Q8C699	Q8C699_MOUSE	13546	120		Mus musculus (Mouse)	10090	Uncharacterized protein
Q8C6A2	Q8C6A2_MOUSE	28998	270	Flg	Mus musculus (Mouse)	10090	Profilaggrin
Q8C6B5	Q8C6B5_MOUSE	32991	300	Yy1	Mus musculus (Mouse)	10090	C2H2-type domain-containing protein
Q8C6B6	Q8C6B6_MOUSE	20790	187	3010003L21Rik	Mus musculus (Mouse)	10090	Uncharacterized protein
Q8C6B8	Q8C6B8_MOUSE	11452	100	Rnf169	Mus musculus (Mouse)	10090	Uncharacterized protein
Q8C6C0	Q8C6C0_MOUSE	19000	169		Mus musculus (Mouse)	10090	Rho-related GTP-binding protein RhoN
Q8C6C8	Q8C6C8_MOUSE	16203	147	Sbpl Sbp	Mus musculus (Mouse)	10090	Jacalin-type lectin domain-containing protein
Q8C6D7	Q8C6D7_MOUSE	21929	197	Sbpl Sbp	Mus musculus (Mouse)	10090	Jacalin-type lectin domain-containing protein
Q8C6E1	Q8C6E1_MOUSE	40366	369	Apol7c	Mus musculus (Mouse)	10090	Apolipoprotein L 7c
Q8C6E4	Q8C6E4_MOUSE	2773	26	Apoe	Mus musculus (Mouse)	10090	Uncharacterized protein
Q8C6E8	Q8C6E8_MOUSE	8813	82	Npas2	Mus musculus (Mouse)	10090	Uncharacterized protein
Q8C6F0	Q8C6F0_MOUSE	42197	372	Pex3	Mus musculus (Mouse)	10090	Peroxisomal assembly protein PEX3
Q8C6F4	Q8C6F4_MOUSE	39829	350	Plek	Mus musculus (Mouse)	10090	Pleckstrin
Q8C6F9	Q8C6F9_MOUSE	14340	126	Reg1	Mus musculus (Mouse)	10090	C-type lectin domain-containing protein
Q8C6G3	Q8C6G3_MOUSE	16772	149	Rnase1	Mus musculus (Mouse)	10090	Ribonuclease, RNase A family, 1 (pancreatic)
Q8C6G4	Q8C6G4_MOUSE	34484	297	Rasa3	Mus musculus (Mouse)	10090	PH domain-containing protein
Q8C6G5	Q8C6G5_MOUSE	13006	124	Klk1b26 Klk26	Mus musculus (Mouse)	10090	Peptidase S1 domain-containing protein
Q8C6H0	Q8C6H0_MOUSE	25428	223	Lgals8	Mus musculus (Mouse)	10090	Galectin
Q8C6I7	Q8C6I7_MOUSE	25630	226	Gad1	Mus musculus (Mouse)	10090	Glutamate decarboxylase 1 isoform 10
Q8C6I8	Q8C6I8_MOUSE	13391	112	Tmem167	Mus musculus (Mouse)	10090	Uncharacterized protein
Q8C6I9	Q8C6I9_MOUSE	5774	49		Mus musculus (Mouse)	10090	Uncharacterized protein
Q8C6J2	Q8C6J2_MOUSE	12136	107	A730049H05Rik	Mus musculus (Mouse)	10090	Uncharacterized protein
Q8C6J3	Q8C6J3_MOUSE	108666	968	Ticrr 5730590G19Rik	Mus musculus (Mouse)	10090	Treslin N-terminal domain-containing protein
Q8C6J4	Q8C6J4_MOUSE	47811	414	Mctp1	Mus musculus (Mouse)	10090	C2 domain-containing protein
Q8C6J6	Q8C6J6_MOUSE	13224	119		Mus musculus (Mouse)	10090	Uncharacterized protein
Q8C6J8	Q8C6J8_MOUSE	14339	137	Gm17324	Mus musculus (Mouse)	10090	Uncharacterized protein
Q8C6K5	Q8C6K5_MOUSE	14943	144	Hoxd3os1	Mus musculus (Mouse)	10090	Uncharacterized protein
Q8C6L0	Q8C6L0_MOUSE	13578	121	Kat6a Myst3	Mus musculus (Mouse)	10090	Uncharacterized protein
Q8C6L1	Q8C6L1_MOUSE	11593	107		Mus musculus (Mouse)	10090	Uncharacterized protein
Q8C6L2	Q8C6L2_MOUSE	25607	232	Plau	Mus musculus (Mouse)	10090	Uncharacterized protein
Q8C6L3	Q8C6L3_MOUSE	45871	401	Pramel27 Gm13103 OTTMUSG00000010433	Mus musculus (Mouse)	10090	Uncharacterized protein
Q8C6L4	Q8C6L4_MOUSE	61508	569	Rtn3	Mus musculus (Mouse)	10090	Uncharacterized protein
Q8C6L9	Q8C6L9_MOUSE	33291	287	Pramel59 C87414 Gm6367	Mus musculus (Mouse)	10090	Uncharacterized protein
Q8C6M6	Q8C6M6_MOUSE	18269	177		Mus musculus (Mouse)	10090	Glucosamine/galactosamine-6-phosphate isomerase domain-containing protein
Q8C6M7	Q8C6M7_MOUSE	33793	302	Foxred1 BC024806	Mus musculus (Mouse)	10090	FAD dependent oxidoreductase domain-containing protein
Q8C6M9	Q8C6M9_MOUSE	11913	103		Mus musculus (Mouse)	10090	Uncharacterized protein
