MitoCarta3.0_List	MitoCarta3.0_Evidence	MitoCarta3.0_SubMitoLocalization	MitoCarta3.0_MitoPathways	Uniprot	HPA_Main_Location_2020 (Reliability)
MitoCarta3.0	"literature, APEX_matrix, Rickettsial homolog, mito protein domain, MS/MS+"	Matrix	Mitochondrial central dogma > mtRNA metabolism > mtRNA granules | Mitochondrial central dogma > mtRNA metabolism > mt-rRNA modifications | Mitochondrial central dogma > Translation > Mitochondrial ribosome assembly	Q8WVM0	
MitoCarta3.0	"targetP signal, mito protein domain, coexpression, MS/MS"	unknown	0	P84085	
MitoCarta3.0	"literature, targetP signal, mito protein domain+"	MIM	Signaling > Calcium homeostasis > Calcium cycle | Small molecule transport > Calcium uniporter	Q9NWR8	Mitochondria;Nucleoplasm;Vesicles (Approved)
MitoCarta3.0	"literature, APEX_matrix, targetP signal, induction, coexpression"	Matrix	Mitochondrial central dogma > mtDNA maintenance > mtDNA replication | Mitochondrial central dogma > mtDNA maintenance > mtDNA nucleoid	Q96RR1	
MitoCarta3.0	"APEX_matrix, targetP signal, induction, coexpression"	Matrix	Metabolism > Vitamin metabolism > Vitamin B12 metabolism	Q9H3L0	
MitoCarta3.0	"APEX_matrix, mito protein domain, MS/MS++"	Matrix	Metabolism > Amino acid metabolism > Proline metabolism	Q96C36	Mitochondria (Approved)
MitoCarta3.0	"Rickettsial homolog, mito protein domain, MS/MS"	unknown	Metabolism > Sulfur metabolism	Q8NFU3	Cytoplasmic bodies;Cytosol (Approved)
MitoCarta3.0	"GFP, mito protein domain+, MS/MS"	unknown	0	O43325	Nucleoplasm (Supported)
MitoCarta3.0	"Rickettsial homolog, mito protein domain, induction, MS/MS"	unknown	"Metabolism > Lipid metabolism > Cholesterol, bile acid, steroid synthesis | Metabolism > Lipid metabolism > Phospholipid metabolism"	Q9BXW6	Cytosol;Nucleoplasm (Approved)
MitoCarta3.0	"targetP signal, Rickettsial homolog, mito protein domain, coexpression"	Matrix	Mitochondrial central dogma > mtDNA maintenance > mtDNA repair	O94761	Nucleoplasm (Enhanced)
MitoCarta3.0	"literature, yeast mito homolog++, MS/MS"	MIM	OXPHOS > Complex IV > CIV assembly factors | OXPHOS > OXPHOS assembly factors	P0DJ07	Mitochondria (Approved)
MitoCarta3.0	"APEX_IMS, mito protein domain, MS/MS++"	MOM	0	Q8TB36	Mitochondria (Supported)
MitoCarta3.0	"literature, APEX_matrix, Rickettsial homolog, mito protein domain, coexpression"	Matrix	Mitochondrial central dogma > Translation > Translation factors	Q9H2K0	Mitochondria (Supported)
MitoCarta3.0	"literature, targetP signal, yeast mito homolog, mito protein domain, induction"	Matrix	Mitochondrial central dogma > mtDNA maintenance > mtDNA repair	P13051	Cytosol (Approved)
MitoCarta3.0	"literature, mito protein domain, coexpression, MS/MS+"	Matrix	Metabolism > Amino acid metabolism > Glycine metabolism | Metabolism > Detoxification > Xenobiotic metabolism	Q6IB77	
MitoCarta3.0	"APEX_matrix, targetP signal, MS/MS++"	Matrix	0	Q96AB3	Mitochondria (Approved)
MitoCarta3.0	"literature, yeast mito homolog+, Rickettsial homolog, mito protein domain"	MIM	OXPHOS > Complex V > CV subunits | OXPHOS > OXPHOS subunits	P05496	
MitoCarta3.0	"APEX_matrix, targetP signal, mito protein domain, induction"	Matrix	Metabolism > Metals and cofactors > Tetrahydrobiopterin synthesis | Metabolism > Vitamin metabolism > Folate and 1-C metabolism	P09417	Mitochondria (Approved)
MitoCarta3.0	"APEX_matrix, GFP, yeast mito homolog+, Rickettsial homolog, mito protein domain"	MIM	Metabolism > Metals and cofactors > Coenzyme Q metabolism	Q96D53	Mitochondria (Enhanced)
MitoCarta3.0	"APEX_matrix, yeast mito homolog+, Rickettsial homolog, mito protein domain"	Matrix	Mitochondrial central dogma > Translation > Mitochondrial ribosome assembly	A4D1E9	
MitoCarta3.0	"literature, mito protein domain, MS/MS++"	MOM	"Metabolism > Lipid metabolism > Cholesterol, bile acid, steroid synthesis"	P30536	Cytosol;Mitochondria (Approved)
MitoCarta3.0	"mito protein domain, MS/MS++"	unknown	Metabolism > Metals and cofactors > Iron homeostasis	P02794	Microtubules (Approved)
MitoCarta3.0	"targetP signal+, mito protein domain, coexpression"	Matrix	Mitochondrial central dogma > mtRNA metabolism > mt-tRNA modifications	Q9NXH9	Cytosol;Plasma membrane (Approved)
MitoCarta3.0	"GFP, targetP signal, yeast mito homolog, Rickettsial homolog, mito protein domain"	MIM	0	Q7Z695	Centrosome;Cytosol (Uncertain)
MitoCarta3.0	"mito protein domain, induction, MS/MS"	unknown	0	H0UI37	
MitoCarta3.0	"literature, APEX_matrix, MS/MS++"	Matrix	Mitochondrial central dogma > Translation > Mitochondrial ribosome | Metabolism > Carbohydrate metabolism > TCA cycle	P82909	Mitochondria (Enhanced)
MitoCarta3.0	"APEX_matrix, yeast mito homolog+, mito protein domain, coexpression"	Matrix	Metabolism > Carbohydrate metabolism > Pyruvate metabolism	Q9P2J9	Mitochondria (Supported)
MitoCarta3.0	"literature, Rickettsial homolog, mito protein domain, induction, MS/MS"	MOM	Metabolism > Lipid metabolism > Cardiolipin synthesis | Metabolism > Lipid metabolism > Phospholipid metabolism	Q9NUQ2	Mitochondria (Supported)
MitoCarta3.0	"induction, coexpression+"	unknown	Signaling	Q9BUT9	
MitoCarta3.0	"literature, yeast mito homolog+, mito protein domain+"	MIM	Small molecule transport > SLC25A family	P55851	Mitochondria (Supported)
MitoCarta3.0	"literature, yeast mito homolog+, mito protein domain+"	MIM	Metabolism > Metals and cofactors > Iron homeostasis | Small molecule transport > SLC25A family	Q9NYZ2	Cytosol;Mitochondria (Approved)
MitoCarta3.0	"literature, yeast mito homolog+, mito protein domain+"	MIM	Metabolism > Metals and cofactors > Iron homeostasis | Small molecule transport > SLC25A family	Q96A46	
MitoCarta3.0	"yeast mito homolog+, mito protein domain+"	MIM	Small molecule transport > SLC25A family	Q6ZT89	Intermediate filaments (Approved)
MitoCarta3.0	"yeast mito homolog+, mito protein domain+"	MIM	Small molecule transport > SLC25A family	Q8WUT9	Nucleoplasm (Approved)
MitoCarta3.0	"literature, yeast mito homolog+, mito protein domain+"	MIM	Small molecule transport > SLC25A family	Q6Q0C1	
MitoCarta3.0	"yeast mito homolog+, mito protein domain+"	MIM	Metabolism > Nucleotide metabolism > Nucleotide import | Small molecule transport > SLC25A family	Q8N5S1	
MitoCarta3.0	"yeast mito homolog+, mito protein domain+"	MIM	Small molecule transport > SLC25A family	Q6PIV7	Mitochondria (Approved)
MitoCarta3.0	"Rickettsial homolog, mito protein domain, coexpression"	unknown	Metabolism > Detoxification > Xenobiotic metabolism | Metabolism > Lipid metabolism	P34913	Cytosol (Enhanced)
MitoCarta3.0	"yeast mito homolog++, mito protein domain, coexpression"	unknown	Metabolism > Nucleotide metabolism > Nucleotide synthesis and processing	Q9UKK9	Vesicles (Approved)
MitoCarta3.0	"literature, APEX_IMS, GFP, targetP signal, mito protein domain, MS/MS+"	MIM	Signaling > Calcium homeostasis > Calcium cycle | Signaling > Calcium homeostasis > EF hand proteins | Small molecule transport > Calcium uniporter	Q9BPX6	Mitochondria (Supported)
MitoCarta3.0	"literature, mito protein domain, induction, coexpression"	IMS	Metabolism > Detoxification > ROS and glutathione metabolism	P00441	Cytosol;Nucleoplasm;Plasma membrane (Supported)
MitoCarta3.0	"Rickettsial homolog, mito protein domain, MS/MS"	unknown	0	Q9H4I8	
MitoCarta3.0	"literature, targetP signal, mito protein domain, MS/MS"	MIM	OXPHOS > Complex I > CI assembly factors | OXPHOS > OXPHOS assembly factors	Q9BU61	
MitoCarta3.0	"targetP signal, mito protein domain, MS/MS"	Matrix	Metabolism > Metals and cofactors > Fe-S cluster biosynthesis | Metabolism > Metals and cofactors > Fe-S-containing proteins	Q53S33	Mitochondria;Nuclear bodies (Supported)
MitoCarta3.0	MS/MS++	unknown	Signaling	Q56VL3	Mitochondria (Enhanced)
MitoCarta3.0	"APEX_matrix, targetP signal, Rickettsial homolog, mito protein domain, coexpression"	MIM	Metabolism > Metals and cofactors > Fe-S-containing proteins	Q9HA92	Cytosol (Approved)
MitoCarta3.0	"literature, APEX_IMS, APEX_matrix, coexpression, MS/MS++"	MIM	Mitochondrial dynamics and surveillance > Cristae formation > MICOS complex	Q9BRQ6	Mitochondria (Supported)
MitoCarta3.0	"literature, APEX_matrix, induction, coexpression, MS/MS"	Matrix	Mitochondrial central dogma > mtRNA metabolism > mtRNA granules | Mitochondrial central dogma > mtRNA metabolism > Polycistronic mtRNA processing | Mitochondrial central dogma > mtRNA metabolism > mtRNA stability and decay | Mitochondrial central dogma > Translation > Mitochondrial ribosome assembly	Q9NYY8	Mitochondria (Supported)
MitoCarta3.0	"targetP signal, coexpression, MS/MS"	Membrane	0	O96011	Vesicles (Supported)
MitoCarta3.0	"targetP signal, coexpression, MS/MS"	MIM	OXPHOS > Complex I > CI assembly factors | OXPHOS > OXPHOS assembly factors	Q96B77	Cell Junctions (Approved)
MitoCarta3.0	"literature, targetP signal+, yeast mito homolog, mito protein domain"	Matrix	Mitochondrial central dogma > mtDNA maintenance	Q9H611	Nucleoplasm (Supported)
MitoCarta3.0	"mito protein domain, MS/MS++"	unknown	Metabolism > Metals and cofactors > Heme synthesis and processing | Metabolism > Lipid metabolism	P07148	Cytosol;Nucleoplasm (Approved)
MitoCarta3.0	"Rickettsial homolog, mito protein domain, induction"	Membrane	Small molecule transport > ABC transporters	P33897	
MitoCarta3.0	"APEX_matrix, coexpression, MS/MS++"	Matrix	Metabolism > Vitamin metabolism > Vitamin B6 metabolism	O94903	Cytosol (Enhanced)
MitoCarta3.0	"mito protein domain, induction, coexpression"	unknown	Metabolism > Lipid metabolism	P07108	
MitoCarta3.0	"literature, APEX_matrix, targetP signal, Rickettsial homolog, mito protein domain"	Matrix|IMS	Mitochondrial central dogma > mtRNA metabolism > mtRNA stability and decay	Q8TCS8	Mitochondria (Enhanced)
MitoCarta3.0	"literature, APEX_matrix, targetP signal, mito protein domain, coexpression"	Matrix	Mitochondrial central dogma > mtDNA maintenance > mtDNA replication | Mitochondrial central dogma > mtRNA metabolism > Transcription	Q969P6	Mitochondria (Supported)
MitoCarta3.0	"literature, APEX_matrix, targetP signal, Rickettsial homolog, coexpression"	Matrix	Mitochondrial central dogma > mtDNA maintenance > mtDNA replication | Mitochondrial central dogma > mtRNA metabolism > mtRNA stability and decay	O60930	
MitoCarta3.0	"GFP, yeast mito homolog, Rickettsial homolog, mito protein domain"	Membrane	Small molecule transport > ABC transporters	Q8IUA7	Endoplasmic reticulum (Approved)
MitoCarta3.0	"Rickettsial homolog, mito protein domain+"	MIM	"Metabolism > Lipid metabolism > Cholesterol, bile acid, steroid synthesis"	P22307	Peroxisomes (Supported)
MitoCarta3.0	"APEX_matrix, targetP signal, MS/MS++"	Matrix	0	Q86UY8	Cytosol;Mitochondria (Approved)
MitoCarta3.0	"yeast mito homolog++, mito protein domain+"	IMS	0	P56277	Mitochondria (Supported)
MitoCarta3.0	"Rickettsial homolog, mito protein domain, induction"	unknown	Metabolism > Amino acid metabolism > Glyoxylate metabolism	P07195	
MitoCarta3.0	"APEX_matrix, targetP signal, Rickettsial homolog, MS/MS"	Matrix	Mitochondrial central dogma > mtRNA metabolism > Polycistronic mtRNA processing | Mitochondrial central dogma > Translation > Mitochondrial ribosome assembly	P58557	Nucleoplasm (Approved)
MitoCarta3.0	"Rickettsial homolog, mito protein domain, coexpression"	unknown	Metabolism > Nucleotide metabolism > Nucleotide synthesis and processing	P49773	Cytosol (Supported)
MitoCarta3.0	"literature, mito protein domain+, induction"	MOM	"Protein import, sorting and homeostasis > Protein homeostasis | Mitochondrial dynamics and surveillance > Fission | Signaling"	Q969V5	Cytosol;Mitochondria;Nucleoplasm (Approved)
MitoCarta3.0	"literature, targetP signal, mito protein domain, MS/MS"	Matrix	Metabolism > Nucleotide metabolism > Nucleotide synthesis and processing	O00142	
MitoCarta3.0	"literature, targetP signal, mito protein domain, MS/MS+"	Matrix	Metabolism > Amino acid metabolism	Q9BSE5	
MitoCarta3.0	"literature, targetP signal+, MS/MS"	Matrix	Metabolism > Nucleotide metabolism > Nucleotide synthesis and processing	Q5EBM0	Mitochondria (Approved)
MitoCarta3.0	"literature, targetP signal+, mito protein domain, coexpression"	MOM	Mitochondrial dynamics and surveillance > Apoptosis	P55957	Cytosol (Supported)
MitoCarta3.0	"literature, mito protein domain, coexpression, MS/MS+"	IMS	Mitochondrial dynamics and surveillance > Fusion	P36404	Nucleoplasm (Approved)
MitoCarta3.0	"APEX_IMS, mito protein domain, coexpression, MS/MS+"	MOM	Mitochondrial dynamics and surveillance > Organelle contact sites	P57105	Mitochondria (Approved)
MitoCarta3.0	"literature, induction, MS/MS"	MOM	Mitochondrial dynamics and surveillance > Fission	Q9GZY8	Mitochondria (Supported)
MitoCarta3.0	"APEX_matrix, targetP signal, Rickettsial homolog, mito protein domain"	Matrix	Metabolism > Carbohydrate metabolism	Q7Z4W1	Microtubules;Nucleoli (Uncertain)
MitoCarta3.0	"APEX_matrix, mito protein domain, coexpression, MS/MS"	Matrix	Metabolism > Nucleotide metabolism > Nucleotide synthesis and processing	Q9BW91	Mitochondria;Nuclear bodies (Approved)
MitoCarta3.0	"literature, mito protein domain, coexpression, MS/MS"	Matrix	Metabolism > Lipid metabolism > Fatty acid oxidation	Q9UHK6	Plasma membrane;Vesicles (Supported)
MitoCarta3.0	"manual, mito protein domain, induction, coexpression"	MOM	Mitochondrial dynamics and surveillance > Mitophagy | Mitochondrial dynamics and surveillance > Autophagy	Q5THJ4	Nucleoplasm;Vesicles (Approved)
MitoCarta3.0	"APEX_matrix, targetP signal, mito protein domain, coexpression"	Matrix	0	P53370	
MitoCarta3.0	"APEX_matrix, GFP, targetP signal, induction, MS/MS"	MIM	OXPHOS > Complex I > CI assembly factors | OXPHOS > OXPHOS assembly factors	Q9NW81	Mitochondria (Approved)
MitoCarta3.0	"literature, Rickettsial homolog, mito protein domain, coexpression"	Matrix	Mitochondrial central dogma > mtRNA metabolism > mtRNA granules | Mitochondrial central dogma > mtRNA metabolism > mt-rRNA modifications | Mitochondrial central dogma > Translation > Mitochondrial ribosome assembly	Q9UI43	
MitoCarta3.0	"literature, mito protein domain, MS/MS++"	MOM	Mitochondrial dynamics and surveillance > Apoptosis	Q16611	
MitoCarta3.0	"literature, mito protein domain, MS/MS++"	MIM	"Metabolism > Nucleotide metabolism > Nucleotide synthesis and processing | Metabolism > Electron carriers > Q-linked reactions, other"	Q02127	Mitochondria (Enhanced)
MitoCarta3.0	"literature, mito protein domain, MS/MS++"	MOM	Metabolism > Amino acid metabolism > Catechol metabolism | Metabolism > Detoxification > Xenobiotic metabolism	P27338	
MitoCarta3.0	"APEX_IMS, mito protein domain, MS/MS++"	MOM	Metabolism > Lipid metabolism > Eicosanoid metabolism	O14880	Nucleoplasm (Approved)
MitoCarta3.0	"literature, APEX_IMS, mito protein domain, MS/MS++"	IMS	Metabolism > Lipid metabolism > Phospholipid metabolism	Q9NPH0	
MitoCarta3.0	"literature, APEX_matrix, mito protein domain, MS/MS++"	Matrix	Mitochondrial central dogma > Translation > Mitochondrial ribosome	Q96GC5	
MitoCarta3.0	"literature, yeast mito homolog, mito protein domain, MS/MS"	Matrix	Metabolism > Amino acid metabolism > Serine metabolism | Metabolism > Amino acid metabolism > Glyoxylate metabolism	P21549	Vesicles (Supported)
MitoCarta3.0	"literature, mito protein domain, MS/MS+"	MOM	Metabolism > Detoxification > Xenobiotic metabolism | Metabolism > Detoxification > Amidoxime reducing complex | Metabolism > Lipid metabolism	P00387	Endoplasmic reticulum (Supported)
MitoCarta3.0	"literature, APEX_matrix, targetP signal, Rickettsial homolog, mito protein domain"	Matrix	Mitochondrial central dogma > mtRNA metabolism > mtRNA granules | Mitochondrial central dogma > Translation > Mitochondrial ribosome assembly	Q9NUL7	Cytosol;Mitochondria (Supported)
MitoCarta3.0	"literature, targetP signal, mito protein domain, MS/MS"	MIM	OXPHOS > Complex IV > CIV assembly factors | OXPHOS > OXPHOS assembly factors	Q8N490	Mitochondria (Enhanced)
MitoCarta3.0	"manual, targetP signal, mito protein domain, MS/MS"	MIM	Signaling > Calcium homeostasis > Calcium cycle | Signaling > Calcium homeostasis > EF hand proteins | Small molecule transport > Calcium uniporter	Q86XE3	
MitoCarta3.0	"literature, mito protein domain+, MS/MS"	MOM	Mitochondrial dynamics and surveillance > Apoptosis	Q12983	Cytosol (Uncertain)
MitoCarta3.0	"manual, mito protein domain+, MS/MS"	MOM	Mitochondrial dynamics and surveillance > Intramitochondrial membrane interactions	Q5HYI7	Mitochondria (Approved)
MitoCarta3.0	"GFP, targetP signal+, Rickettsial homolog, mito protein domain"	Matrix	Mitochondrial central dogma > mtDNA maintenance	Q9UIF7	Nucleoplasm (Supported)
MitoCarta3.0	"APEX_matrix, targetP signal+, Rickettsial homolog, mito protein domain"	Matrix	0	O43824	Mitochondria (Uncertain)
MitoCarta3.0	"literature, mito protein domain, MS/MS+"	MIM	"Metabolism > Lipid metabolism > Cholesterol, bile acid, steroid synthesis | Metabolism > Metals and cofactors > Heme-containing proteins"	P05108	
MitoCarta3.0	"APEX_IMS, GFP, MS/MS++"	MOM	0	Q9NX40	Mitochondria (Approved)
MitoCarta3.0	"APEX_matrix, targetP signal, Rickettsial homolog, mito protein domain"	Matrix	Mitochondrial central dogma > mtRNA metabolism	Q9H825	Cytosol (Approved)
MitoCarta3.0	"literature, coexpression, MS/MS"	MIM	OXPHOS > Complex IV > CIV assembly factors | OXPHOS > OXPHOS assembly factors	Q8N5G0	Cytosol;Nucleoplasm (Approved)
MitoCarta3.0	"APEX_matrix, GFP, Rickettsial homolog, mito protein domain, coexpression"	Matrix	Mitochondrial central dogma > mtRNA metabolism > mtRNA granules | Mitochondrial central dogma > mtRNA metabolism > mt-tRNA modifications | Mitochondrial central dogma > mtRNA metabolism > mt-rRNA modifications	Q96CM3	Nucleoplasm (Approved)
MitoCarta3.0	"manual, induction, coexpression, MS/MS"	MOM	0	Q96KF7	Vesicles (Approved)
MitoCarta3.0	"literature, APEX_matrix, GFP, Rickettsial homolog, mito protein domain, coexpression"	Matrix	Metabolism > Nucleotide metabolism > Nucleotide synthesis and processing	O75414	Vesicles (Approved)
MitoCarta3.0	"literature, mito protein domain, coexpression, MS/MS"	MOM	Mitochondrial dynamics and surveillance > Organelle contact sites | Mitochondrial dynamics and surveillance > Mitophagy | Mitochondrial dynamics and surveillance > Autophagy	Q14318	Mitochondria (Supported)
MitoCarta3.0	"manual, targetP signal, Rickettsial homolog, mito protein domain"	Matrix	Metabolism > Lipid metabolism > Fatty acid oxidation	P0C7M7	
MitoCarta3.0	"APEX_matrix, targetP signal, MS/MS"	Matrix	Signaling > Immune response	Q86UT6	Mitochondria (Supported)
MitoCarta3.0	"literature, mito protein domain, coexpression+"	MIM	OXPHOS > Complex I > CI assembly factors | OXPHOS > OXPHOS assembly factors	Q96CU9	Mitochondria (Supported)
MitoCarta3.0	"literature, APEX_matrix, targetP signal+, mito protein domain"	Matrix	Mitochondrial central dogma > mtDNA maintenance > mtDNA replication | Mitochondrial central dogma > mtRNA metabolism > Transcription	Q9H5Q4	Mitochondria (Enhanced)
MitoCarta3.0	"literature, targetP signal+, mito protein domain"	Matrix	Metabolism > Amino acid metabolism > Branched-chain amino acid metabolism | Metabolism > Amino acid metabolism > Branched-chain amino acid dehydrogenase complex	Q8N3J5	Mitochondria (Supported)
MitoCarta3.0	"literature, yeast mito homolog+, Rickettsial homolog, mito protein domain"	MIM	OXPHOS > Complex V > CV subunits | OXPHOS > OXPHOS subunits	Q06055	
MitoCarta3.0	"literature, Rickettsial homolog, mito protein domain, MS/MS"	MIM	OXPHOS > Complex I > CI subunits | OXPHOS > OXPHOS subunits	P03886	
MitoCarta3.0	"literature, yeast mito homolog++, mito protein domain"	IMS	Metabolism > Lipid metabolism > Cardiolipin synthesis	Q16635	Plasma membrane (Approved)
MitoCarta3.0	"literature, yeast mito homolog+, mito protein domain"	unknown	Metabolism > Detoxification > ROS and glutathione metabolism	Q8IXL7	
MitoCarta3.0	"literature, targetP signal, mito protein domain, coexpression"	Matrix	Metabolism > Lipid metabolism > Fatty acid oxidation	Q8WXI4	Cytosol (Supported)
MitoCarta3.0	"GFP, targetP signal, MS/MS+"	Matrix	0	Q9BS92	
MitoCarta3.0	"literature, yeast mito homolog, Rickettsial homolog, mito protein domain"	unknown	Metabolism > Metals and cofactors > Fe-S-containing proteins	P78549	
MitoCarta3.0	"literature, mito protein domain, coexpression, MS/MS"	MOM	Mitochondrial dynamics and surveillance > Mitophagy | Mitochondrial dynamics and surveillance > Autophagy	Q9NX47	Mitochondria (Supported)
MitoCarta3.0	"literature, mito protein domain+"	MIM	Small molecule transport > Sideroflexins	Q6P4A7	
MitoCarta3.0	"literature, yeast mito homolog, mito protein domain, coexpression"	Matrix	Mitochondrial central dogma > mtRNA metabolism > mt-tRNA modifications	Q32P41	Nucleoli;Nucleoplasm (Approved)
MitoCarta3.0	"literature, yeast mito homolog+, mito protein domain+"	MIM	Metabolism > Nucleotide metabolism > Nucleotide import | Signaling > Calcium homeostasis > Mitochondrial permeability transition pore | Small molecule transport > SLC25A family	P12236	Mitochondria (Supported)
MitoCarta3.0	"manual, yeast mito homolog+, mito protein domain+"	MIM	Metabolism > Metals and cofactors > NAD biosynthesis and metabolism | Small molecule transport > SLC25A family	Q3SY17	Mitochondria (Approved)
MitoCarta3.0	"literature, targetP signal, yeast mito homolog, mito protein domain"	Matrix	Mitochondrial central dogma > mtDNA maintenance > mtDNA repair	O15527	Nucleoplasm (Enhanced)
MitoCarta3.0	"literature, yeast mito homolog, mito protein domain+"	Matrix	Metabolism > Carbohydrate metabolism > Itaconate metabolism | Signaling > Immune response	A6NK06	
MitoCarta3.0	"APEX_matrix, targetP signal, Rickettsial homolog, mito protein domain, coexpression"	Matrix	Mitochondrial central dogma > mtRNA metabolism > mt-tRNA modifications	Q9BXR0	Mitochondria (Approved)
MitoCarta3.0	"literature, Rickettsial homolog, mito protein domain, coexpression"	Membrane	Metabolism > Detoxification > ROS and glutathione metabolism | Mitochondrial dynamics and surveillance > Apoptosis	Q9BRQ8	Vesicles (Supported)
MitoCarta3.0	"GFP, Rickettsial homolog, mito protein domain, coexpression"	unknown	Metabolism > Detoxification > ROS and glutathione metabolism	P32119	
MitoCarta3.0	"literature, mito protein domain, coexpression"	IMS	0	Q9UKA2	Nuclear speckles (Supported)
MitoCarta3.0	"literature, mito protein domain, coexpression"	Membrane	Metabolism > Lipid metabolism > Cardiolipin synthesis | Metabolism > Lipid metabolism > Phospholipid metabolism	Q9HCL2	Mitochondria (Approved)
MitoCarta3.0	"literature, APEX_matrix, MS/MS++"	MIM	OXPHOS > Complex V > CV subunits | OXPHOS > OXPHOS subunits	Q99766	Mitochondria;Nucleoplasm (Approved)
MitoCarta3.0	"literature, APEX_IMS, GFP, MS/MS++"	MOM	Mitochondrial dynamics and surveillance > Organelle contact sites	Q96TC7	Mitochondria (Enhanced)
MitoCarta3.0	"GFP, MS/MS++"	Membrane	Metabolism > Detoxification > ROS and glutathione metabolism	Q9BRX8	
MitoCarta3.0	"GFP, MS/MS++"	MIM	OXPHOS > Complex V > CV subunits | OXPHOS > OXPHOS subunits | Mitochondrial dynamics and surveillance > Cristae formation	Q96IX5	Mitochondria (Supported)
MitoCarta3.0	"literature, yeast mito homolog, MS/MS"	MIM	OXPHOS > Complex IV > CIV assembly factors | OXPHOS > OXPHOS assembly factors	Q6UWS5	
MitoCarta3.0	"literature, mito protein domain, MS/MS+"	MOM	Metabolism > Amino acid metabolism > Catechol metabolism | Metabolism > Detoxification > Xenobiotic metabolism	P21397	Mitochondria (Enhanced)
MitoCarta3.0	"APEX_matrix, targetP signal, MS/MS"	Matrix	0	A6NNL5	Nucleoli;Vesicles (Approved)
MitoCarta3.0	"literature, targetP signal, Rickettsial homolog, mito protein domain"	Matrix	Mitochondrial central dogma > mtDNA maintenance	O75417	Cytosol;Golgi apparatus;Nucleoplasm (Uncertain)
MitoCarta3.0	"literature, targetP signal, mito protein domain, MS/MS"	MIM	Metabolism > Vitamin metabolism > Vitamin A metabolism	Q9BYV7	
MitoCarta3.0	"literature, induction, coexpression"	Membrane	Signaling > Immune response | Mitochondrial dynamics and surveillance > Apoptosis	P40305	
MitoCarta3.0	"APEX_matrix, mito protein domain, MS/MS"	Matrix	0	Q08257	Cytosol (Supported)
MitoCarta3.0	"literature, mito protein domain, MS/MS"	Matrix	Metabolism > Amino acid metabolism > Proline metabolism	P32322	
MitoCarta3.0	"literature, APEX_matrix, mito protein domain, MS/MS"	Matrix	Metabolism > Metals and cofactors > Carnitine synthesis and transport	Q9NVH6	Mitochondria (Supported)
MitoCarta3.0	"literature, yeast mito homolog+"	MOM	"Protein import, sorting and homeostasis > Protein import and sorting > TOM | Mitochondrial dynamics and surveillance"	Q15388	Mitochondria (Enhanced)
MitoCarta3.0	"manual, targetP signal+, Rickettsial homolog"	Matrix	Mitochondrial central dogma > mtRNA metabolism > mt-tRNA modifications	Q86U90	Mitochondria (Approved)
MitoCarta3.0	"literature, APEX_IMS, mito protein domain, coexpression, MS/MS"	IMS	OXPHOS > Complex IV > CIV assembly factors | OXPHOS > OXPHOS assembly factors	Q96BR5	Mitochondria;Nucleoplasm (Approved)
MitoCarta3.0	"literature, targetP signal, Rickettsial homolog, mito protein domain"	Matrix	Metabolism > Detoxification > Xenobiotic metabolism	Q13268	Mitochondria (Supported)
MitoCarta3.0	"manual, coexpression+"	Matrix	Metabolism > Vitamin metabolism > Vitamin B12 metabolism	Q8IVH4	Cytosol (Approved)
MitoCarta3.0	"literature, mito protein domain, induction, coexpression"	MOM|Matrix	Mitochondrial central dogma > Translation > Mitochondrial ribosome assembly | Mitochondrial dynamics and surveillance > Fission	Q9NQG6	Intermediate filaments;Mitochondria (Approved)
MitoCarta3.0	"GFP, mito protein domain, MS/MS+"	Membrane	0	Q9C002	
MitoCarta3.0	"literature, targetP signal, mito protein domain, coexpression"	Matrix	Mitochondrial central dogma > mtDNA maintenance > mtDNA replication | Mitochondrial central dogma > mtDNA maintenance > mtDNA repair	P49916	Nucleoplasm (Supported)
MitoCarta3.0	"literature, mito protein domain+, coexpression"	MOM	Mitochondrial dynamics and surveillance > Apoptosis	O60238	Mitochondria (Supported)
MitoCarta3.0	"APEX_matrix, targetP signal, coexpression"	Matrix	Mitochondrial central dogma > mtRNA metabolism > mtRNA granules | Mitochondrial central dogma > mtRNA metabolism > Polycistronic mtRNA processing | Mitochondrial central dogma > mtRNA metabolism > mtRNA stability and decay	Q7L8L6	
MitoCarta3.0	"literature, mito protein domain, coexpression"	MOM	"Protein import, sorting and homeostasis > Protein homeostasis | Mitochondrial dynamics and surveillance > Mitophagy | Mitochondrial dynamics and surveillance > Autophagy"	Q99497	Cytosol;Nucleoplasm (Supported)
MitoCarta3.0	"APEX_IMS, targetP signal, mito protein domain+"	MIM	OXPHOS > Complex I > CI assembly factors | OXPHOS > Complex IV > CIV assembly factors | OXPHOS > OXPHOS assembly factors	Q9GZY4	Mitochondria (Supported)
MitoCarta3.0	"literature, targetP signal, mito protein domain+"	MIM	OXPHOS > Complex IV > CIV subunits | OXPHOS > OXPHOS subunits	Q8TF08	
MitoCarta3.0	"literature, Rickettsial homolog, mito protein domain"	MIM	OXPHOS > Complex I > CI subunits | OXPHOS > OXPHOS subunits	P03901	Mitochondria (Approved)
MitoCarta3.0	"literature, targetP signal, mito protein domain"	Matrix	Metabolism > Metals and cofactors > NAD biosynthesis and metabolism	Q9Y6E7	
